iter	MAE	RMSE
2432	194069.8493	269294.4929
2433	194046.9058	269261.2933
2434	194034.2468	269237.6271
2435	194015.7795	269212.9306
2436	194000.4331	269185.5611
2437	193987.1434	269160.8166
2438	193967.1187	269130.3952
2439	193941.5598	269100.917
2440	193925.9075	269074.6821
2441	193908.3318	269048.8619
2442	193892.3851	269021.8161
2443	193879.7171	269001.7721
2444	193863.0669	268979.5902
2445	193845.7152	268947.5573
2446	193818.4902	268910.4543
2447	193797.6765	268878.2855
2448	193775.7505	268850.4188
2449	193757.6895	268825.7451
2450	193739.1279	268795.1219
2451	193715.3961	268761.7172
2452	193700.2456	268737.0121
2453	193679.9903	268714.2441
2454	193649.2201	268662.483
2455	193639.4045	268645.6794
2456	193616.1982	268604.075
2457	193603.4981	268582.738
2458	193582.6809	268556.2152
2459	193562.2932	268518.9139
2460	193544.8821	268497.9343
2461	193530.5269	268475.6197
2462	193505.433	268444.7504
2463	193476.769	268405.8529
2464	193456.6171	268375.6066
2465	193438.0484	268353.8144
2466	193420.0671	268330.4109
2467	193407.6372	268310.5501
2468	193385.4698	268281.6449
2469	193370.2089	268256.8652
2470	193353.3613	268230.9678
2471	193334.1114	268197.9884
2472	193313.7913	268163.6952
2473	193293.4963	268140.271
2474	193274.3879	268115.5094
2475	193257.0175	268096.1931
2476	193244.2166	268075.68
2477	193219.4429	268045.8056
2478	193202.0202	268017.8688
2479	193191.4644	267999.1357
2480	193170.9658	267971.1021
2481	193153.707	267933.7898
2482	193138.5064	267904.1662
2483	193123.3963	267876.3984
2484	193113.8957	267856.5
2485	193093.6111	267817.3509
2486	193081.4189	267794.0161
2487	193073.1581	267776.6509
2488	193055.4943	267755.3736
2489	193032.6986	267723.5014
2490	193015.3111	267702.9382
2491	192994.3671	267681.8245
2492	192979.7823	267658.8283
2493	192957.3506	267629.6663
2494	192937.6532	267599.5823
2495	192910.5495	267567.8546
2496	192889.8571	267530.1396
2497	192866.2655	267495.4356
2498	192843.1575	267468.9748
2499	192821.4271	267441.8066
2500	192797.7887	267410.2894
2501	192776.2155	267366.6497
2502	192756.4289	267347.203
2503	192743.1867	267326.615
2504	192723.2304	267302.0986
2505	192710.814	267276.8403
2506	192694.5015	267256.9089
2507	192671.1064	267228.3831
2508	192650.7543	267199.0806
2509	192634.3188	267171.7551
2510	192621.7666	267153.0635
2511	192615.3298	267140.1211
2512	192593.5065	267110.4586
2513	192573.5363	267081.635
2514	192553.6382	267052.5617
2515	192546.5098	267041.8948
2516	192535.5468	267024.3662
2517	192518.2562	266996.1073
2518	192501.4237	266966.9594
2519	192479.9712	266938.2689
2520	192470.4152	266915.8294
2521	192456.7977	266897.3778
2522	192437.4526	266866.4418
2523	192407.442	266828.6559
2524	192389.4978	266803.8521
2525	192373.6287	266782.2656
2526	192349.9531	266757.4935
2527	192331.1978	266723.0405
2528	192317.8702	266698.2642
2529	192305.53	266681.5536
2530	192290.4537	266653.4456
2531	192277.1235	266624.6915
2532	192263.8382	266603.543
2533	192246.6377	266584.4762
2534	192220.3845	266542.918
2535	192200.2623	266517.5705
2536	192192.1342	266500.7963
2537	192178.2938	266479.0374
2538	192164.2217	266457.5398
2539	192149.8128	266431.6208
2540	192130.134	266408.9115
2541	192112.5183	266386.0097
2542	192102.089	266367.3051
2543	192084.9002	266339.4733
2544	192070.5389	266323.0146
2545	192054.203	266291.3999
2546	192039.3573	266268.7065
2547	192025.2473	266243.6723
2548	192014.9226	266229.9189
2549	191998.5968	266198.6113
2550	191981.5978	266171.9668
2551	191967.8979	266152.3615
2552	191950.8968	266124.8423
2553	191923.4281	266088.8218
2554	191906.3959	266058.6498
2555	191890.2723	266037.2531
2556	191883.3964	266022.8031
2557	191869.2095	265998.9591
2558	191848.2497	265963.3549
2559	191831.5048	265944.8351
2560	191804.4292	265901.2265
2561	191792.4364	265881.2636
2562	191764.925	265846.4918
2563	191749.2598	265820.459
2564	191725.0947	265796.157
2565	191699.9961	265761.529
2566	191678.6468	265726.6354
2567	191656.6358	265698.2831
2568	191647.2414	265682.7632
2569	191620.1507	265646.5372
2570	191603.69	265629.4362
2571	191584.7437	265604.808
2572	191568.6643	265583.0421
2573	191550.5482	265553.6361
2574	191533.8231	265527.8834
2575	191510.5916	265487.6091
2576	191494.3629	265454.8834
2577	191463.3237	265405.222
2578	191444.2165	265376.4218
2579	191420.3108	265335.9272
2580	191395.1083	265297.4486
2581	191376.6069	265273.192
2582	191357.0149	265236.9913
2583	191343.7976	265217.4664
2584	191330.158	265195.7181
2585	191317.0779	265172.2099
2586	191291.7144	265139.0317
2587	191274.826	265112.7761
2588	191254.5565	265088.5839
2589	191233.9102	265053.2871
2590	191212.8354	265027.7248
2591	191195.8576	265010.8444
2592	191169.3362	264975.0683
2593	191156.544	264950.5376
2594	191135.0201	264929.1781
2595	191114.6269	264902.5536
2596	191087.873	264866.7317
2597	191069.0284	264842.5873
2598	191047.9331	264817.2298
2599	191030.1587	264793.7941
2600	191020.7201	264771.6559
2601	191002.3605	264746.8318
2602	190985.0851	264721.1565
2603	190968.5551	264692.1287
2604	190954.8352	264678.0772
2605	190941.5907	264658.8842
2606	190930.1624	264639.4564
2607	190920.753	264623.1938
2608	190907.98	264602.2381
2609	190891.8857	264582.6991
2610	190871.5912	264549.0749
2611	190853.3798	264522.7105
2612	190833.4741	264482.0048
2613	190820.1403	264468.3444
2614	190804.6717	264446.707
2615	190793.7774	264427.8055
2616	190771.9387	264399.9207
2617	190755.5485	264373.8258
2618	190743.4242	264356.9624
2619	190724.4156	264331.1309
2620	190701.5803	264301.9956
2621	190681.4036	264274.9635
2622	190665.178	264251.7492
2623	190650.1303	264228.7132
2624	190635.7183	264198.6226
2625	190608.7466	264156.3372
2626	190591.3659	264134.293
2627	190579.5143	264116.0815
2628	190565.3321	264088.7761
2629	190539.9427	264053.1816
2630	190517.0404	264029.6348
2631	190503.2391	264008.323
2632	190487.7263	263977.9166
2633	190475.2677	263955.1093
2634	190456.0761	263927.8019
2635	190432.0191	263903.8097
2636	190414.444	263876.718
2637	190398.6953	263859.1555
2638	190380.2621	263826.0658
2639	190368.1364	263803.5236
2640	190343.065	263758.1522
2641	190332.8223	263742.8315
2642	190318.4746	263726.3399
2643	190296.3199	263694.0725
2644	190287.7992	263680.9298
2645	190268.6944	263651.0075
2646	190244.6386	263616.5021
2647	190218.6463	263590.9238
2648	190202.8865	263571.4751
2649	190189.8875	263553.8986
2650	190167.0102	263529.0087
2651	190146.7835	263502.9568
2652	190124.8626	263479.5745
2653	190111.4445	263460.5064
2654	190088.5881	263437.6008
2655	190066.5321	263412.5208
2656	190049.4439	263386.7299
2657	190032.5006	263359.7643
2658	190023.7874	263341.107
2659	189988.8137	263300.1157
2660	189971.7799	263274.5048
2661	189955.9329	263255.6172
2662	189940.2009	263234.4199
2663	189920.3193	263207.4072
2664	189900.5353	263173.7272
2665	189872.3834	263138.8456
2666	189864.3578	263124.8934
2667	189842.6497	263086.6943
2668	189835.6033	263071.6729
2669	189820.8423	263046.4513
2670	189801.2992	263016.5757
2671	189786.4528	262993.7825
2672	189768.855	262963.8824
2673	189757.6235	262938.9456
2674	189735.5234	262907.4979
2675	189721.4364	262881.0529
2676	189710.5578	262867.9936
2677	189691.0314	262833.1411
2678	189674.082	262806.1548
2679	189652.8816	262775.196
2680	189634.7146	262747.4009
2681	189612.786	262718.1895
2682	189587.9938	262683.8347
2683	189568.9618	262654.314
2684	189557.5361	262633.9082
2685	189541.6904	262610.2724
2686	189523.4533	262579.8689
2687	189505.3285	262545.3192
2688	189488.0556	262526.1875
2689	189473.9819	262505.8604
2690	189453.3777	262476.023
2691	189442.5685	262458.4951
2692	189430.3581	262434.927
2693	189411.8056	262399.6164
2694	189391.4185	262376.5146
2695	189375.1761	262352.358
2696	189365.5659	262336.4712
2697	189347.7909	262308.558
2698	189330.9466	262279.8338
2699	189296.602	262239.6362
2700	189279.594	262212.5653
2701	189263.7872	262189.2339
2702	189251.1868	262171.8295
2703	189239.0894	262149.3769
2704	189219.3268	262114.0282
2705	189197.5464	262074.1681
2706	189178.4828	262047.9821
2707	189166.0722	262025.9333
2708	189140.7673	261989.4868
2709	189122.6071	261960.5847
2710	189107.619	261931.9546
2711	189100.1141	261915.7655
2712	189082.8217	261878.5977
2713	189066.9591	261848.3295
2714	189052.0629	261818.9416
2715	189045.0651	261805.177
2716	189031.0449	261783.4207
2717	189005.2049	261750.9737
2718	188996.0072	261735.5093
2719	188979.5152	261710.7597
2720	188950.8427	261664.8804
2721	188930.3658	261635.5222
2722	188916.8287	261615.4771
2723	188894.3754	261583.6815
2724	188873.4572	261546.757
2725	188862.4993	261525.2098
2726	188848.4708	261498.5869
2727	188830.5504	261468.7388
2728	188813.1511	261442.6341
2729	188800.6051	261418.5872
2730	188787.1414	261401.1583
2731	188773.2381	261379.6763
2732	188757.4684	261357.8801
2733	188730.0269	261323.4398
2734	188707.1649	261294.0759
2735	188693.9079	261276.2166
2736	188679.1824	261250.2127
2737	188647.9116	261215.126
2738	188630.9609	261184.9476
2739	188598.2016	261152.4555
2740	188589.1205	261137.1774
2741	188572.6927	261117.8753
2742	188552.5478	261088.722
2743	188538.819	261063.3502
2744	188528.1181	261046.0392
2745	188514.2566	261022.5134
2746	188506.7001	261008.3902
2747	188479.9158	260967.5795
2748	188465.5355	260946.8663
2749	188452.6085	260928.1309
2750	188437.9347	260899.2939
2751	188421.1997	260880.6276
2752	188389.4179	260820.5085
2753	188379.262	260802.9444
2754	188350.0823	260765.5126
2755	188334.7565	260740.784
2756	188313.3316	260714.5314
2757	188300.2787	260694.4962
2758	188278.7068	260672.8494
2759	188264.6843	260650.0834
2760	188247.3048	260623.8192
2761	188222.7191	260585.7306
2762	188204.1175	260561.0329
2763	188191.0808	260547.4102
2764	188174.7778	260519.9598
2765	188161.6854	260487.9293
2766	188142.4542	260460.4681
2767	188130.2909	260439.0344
2768	188110.9668	260405.6222
2769	188092.8194	260379.9992
2770	188077.4546	260356.6703
2771	188059.624	260333.0547
2772	188038.9119	260305.0879
2773	188018.7886	260274.8293
2774	188003.4674	260248.8498
2775	187996.4964	260237.4775
2776	187972.4295	260197.1114
2777	187958.4459	260176.1641
2778	187944.4067	260151.0802
2779	187931.5796	260131.3498
2780	187919.5406	260110.0745
2781	187900.7638	260078.3342
2782	187884.8459	260054.1437
2783	187867.8942	260027.5405
2784	187850.6977	260004.9589
2785	187825.6927	259973.759
2786	187810.3917	259948.0764
2787	187793.537	259916.1847
2788	187776.9458	259893.0503
2789	187766.2093	259875.267
2790	187753.3298	259851.4467
2791	187738.8458	259823.2338
2792	187719.8578	259800.0188
2793	187701.8288	259776.7588
2794	187694.7039	259762.396
2795	187688.6948	259749.9481
2796	187675.4142	259726.3879
2797	187661.8991	259705.678
2798	187645.419	259681.1416
2799	187633.8258	259658.7835
2800	187623.2603	259635.252
2801	187606.5034	259608.9905
2802	187583.8741	259582.489
2803	187581.3496	259577.7186
2804	187559.0025	259548.0467
2805	187542.7677	259521.6318
2806	187515.9865	259477.4984
2807	187503.7835	259454.9106
2808	187501.1385	259450.3157
2809	187480.704	259410.4856
2810	187469.2147	259389.7293
2811	187445.8151	259356.5146
2812	187433.4966	259339.0775
2813	187419.0147	259316.1536
2814	187392.9567	259285.3948
2815	187380.1069	259269.0616
2816	187370.1219	259254.2407
2817	187361.3487	259242.1067
2818	187334.8668	259197.649
2819	187319.8992	259176.6445
2820	187296.532	259145.8404
2821	187284.1174	259124.5529
2822	187268.0126	259101.1605
2823	187250.661	259075.3313
2824	187221.2046	259044.6196
2825	187202.5139	259015.211
2826	187188.983	258994.5143
2827	187174.7743	258982.2154
2828	187165.1483	258964.4754
2829	187154.8319	258942.3083
2830	187141.2106	258924.4572
2831	187124.5267	258893.1228
2832	187109.9329	258860.5828
2833	187090.4826	258822.0248
2834	187076.2646	258796.4895
2835	187064.4033	258776.4465
2836	187054.1247	258755.2417
2837	187040.1688	258729.9573
2838	187026.9949	258714.8306
2839	187006.3043	258686.5943
2840	186997.7014	258676.8924
2841	186983.9584	258662.0237
2842	186965.3855	258639.4061
2843	186963.2024	258634.7292
2844	186948.3527	258615.6488
2845	186935.6889	258592.8822
2846	186916.3167	258567.9492
2847	186898.5826	258539.6458
2848	186886.4003	258521.4026
2849	186879.0614	258506.1353
2850	186856.1327	258480.0025
2851	186830.9344	258444.3419
2852	186813.8857	258422.1555
2853	186803.7217	258405.1613
2854	186782.3902	258369.9301
2855	186764.476	258346.1182
2856	186741.1236	258312.9326
2857	186722.3055	258278.1441
2858	186699.2717	258252.0925
2859	186685.3782	258225.4412
2860	186666.5314	258193.719
2861	186651.8266	258165.9325
2862	186638.9627	258151.2062
2863	186627.2524	258134.4062
2864	186605.5786	258095.0546
2865	186583.6951	258066.6872
2866	186575.5309	258051.9674
2867	186560.5202	258025.6987
2868	186544.6141	257995.4957
2869	186530.9326	257978.2167
2870	186519.7046	257958.0727
2871	186492.8877	257910.9995
2872	186476.058	257875.4916
2873	186466.6187	257858.6566
2874	186441.4129	257826.1744
2875	186420.6596	257800.2918
2876	186405.3506	257781.933
2877	186390.0873	257763.9551
2878	186368.6619	257738.1817
2879	186351.8779	257717.8086
2880	186334.7975	257688.5779
2881	186317.5027	257668.0132
2882	186304.4831	257647.8221
2883	186286.0547	257621.7665
2884	186262.4899	257587.7038
2885	186252.3934	257570.9213
2886	186237.6577	257545.0463
2887	186227.9167	257526.8144
2888	186215.6092	257503.1912
2889	186188.8529	257463.6529
2890	186179.2504	257446.3602
2891	186169.9113	257429.8159
2892	186158.575	257409.6431
2893	186147.8463	257394.7114
2894	186134.453	257370.8548
2895	186113.1849	257344.6149
2896	186099.6347	257319.7955
2897	186079.6399	257293.8706
2898	186072.0196	257278.5088
2899	186057.1139	257246.4017
2900	186040.9419	257222.4563
2901	186028.0968	257204.3573
2902	186019.105	257189.6638
2903	186008.0687	257176.7242
2904	185993.2225	257150.9628
2905	185983.0667	257131.0612
2906	185977.9876	257118.4021
2907	185952.8889	257089.105
2908	185937.7223	257066.6268
2909	185917.2745	257041.2523
2910	185911.7963	257029.5991
2911	185902.336	257015.9724
2912	185884.7976	256992.5201
2913	185868.1563	256972.4613
2914	185850.8629	256940.8117
2915	185840.182	256917.1037
2916	185830.8932	256900.7936
2917	185814.3036	256867.6126
2918	185795.8798	256843.6824
2919	185782.6892	256823.9711
2920	185771.3973	256798.3832
2921	185764.873	256785.6492
2922	185750.2247	256768.0769
2923	185738.3813	256749.3791
2924	185726.2278	256733.6911
2925	185715.2115	256708.3185
2926	185705.0294	256696.4843
2927	185689.2356	256672.6823
2928	185671.8921	256649.606
2929	185659.4924	256633.5849
2930	185644.3986	256606.065
2931	185630.6776	256584.6095
2932	185616.5836	256562.6401
2933	185605.9878	256545.6867
2934	185592.0033	256526.6753
2935	185576.4082	256501.3812
2936	185554.8422	256476.6417
2937	185539.4439	256454.616
2938	185514.9337	256421.4136
2939	185502.4508	256409.0854
2940	185485.4521	256383.569
2941	185471.4489	256364.7242
2942	185460.2524	256343.1687
2943	185446.8148	256321.5642
2944	185430.1569	256294.9647
2945	185404.9367	256252.7722
2946	185388.3321	256221.8916
2947	185371.0822	256196.1689
2948	185349.9117	256171.8081
2949	185330.422	256144.358
2950	185318.143	256122.8269
2951	185313.346	256115.6852
2952	185301.0845	256096.4956
2953	185290.4374	256071.6914
2954	185276.8267	256052.9353
2955	185261.1175	256023.1407
2956	185247.9828	255999.797
2957	185235.9861	255979.321
2958	185229.6656	255966.7956
2959	185213.738	255932.4869
2960	185203.5529	255914.2671
2961	185179.068	255872.7052
2962	185168.4095	255851.4807
2963	185153.8444	255824.9106
2964	185141.3144	255806.2517
2965	185125.0847	255784.9248
2966	185116.1948	255769.8454
2967	185103.8809	255755.91
2968	185096.6896	255743.8004
2969	185083.7593	255723.3402
2970	185074.1827	255709.3655
2971	185055.692	255682.3762
2972	185037.4934	255657.6021
2973	185023.8309	255626.9243
2974	185016.3733	255614.2037
2975	185014.483	255610.05
2976	184996.3526	255586.5027
2977	184990.6612	255574.2512
2978	184979.0074	255556.2322
2979	184959.259	255526.5602
2980	184945.0474	255507.4332
2981	184932.8667	255487.3653
2982	184921.6263	255465.9194
2983	184908.1325	255441.4948
2984	184894.5135	255416.7503
2985	184887.0723	255401.9668
2986	184876.7283	255386.8419
2987	184861.9805	255369.371
2988	184857.8307	255361.6496
2989	184840.3579	255330.2194
2990	184824.9966	255310.3519
2991	184812.7995	255291.0084
2992	184801.8222	255271.6532
2993	184794.464	255257.0191
2994	184780.5638	255237.9193
2995	184768.0084	255212.248
2996	184748.7104	255184.5568
2997	184740.1495	255170.8948
2998	184724.0118	255145.6694
2999	184710.3047	255127.4755
3000	184693.5594	255104.0686
3001	184684.7456	255089.0942
3002	184668.7432	255063.5471
3003	184651.4204	255039.8823
3004	184638.0091	255020.4166
3005	184617.0976	254990.4787
3006	184601.7775	254963.886
3007	184588.3766	254949.4317
3008	184568.586	254924.2815
3009	184566.0415	254919.7358
3010	184550.4572	254898.0839
3011	184539.1265	254888.53
3012	184521.9882	254860.8002
3013	184503.4004	254833.545
3014	184486.4182	254800.5599
3015	184471.9087	254775.856
3016	184463.6633	254760.376
3017	184459.1181	254752.7284
3018	184441.7017	254728.5795
3019	184425.3497	254699.1446
3020	184408.0853	254665.4018
3021	184391.4735	254643.4253
3022	184375.2774	254621.595
3023	184359.0927	254595.4366
3024	184344.1958	254574.2551
3025	184325.3564	254548.082
3026	184309.4528	254522.4866
3027	184289.7815	254496.3093
3028	184270.2285	254468.2268
3029	184253.0034	254448.4892
3030	184239.647	254430.819
3031	184225.2002	254411.8185
3032	184212.2478	254387.7686
3033	184195.2135	254365.3166
3034	184183.9066	254343.6557
3035	184176.6534	254329.3279
3036	184163.9389	254306.8353
3037	184147.171	254284.4818
3038	184125.4083	254245.9939
3039	184112.6151	254220.262
3040	184101.5582	254200.7391
3041	184095.9029	254188.8616
3042	184076.88	254162.7248
3043	184058.0518	254134.0258
3044	184035.5779	254094.7628
3045	184024.4331	254072.2931
3046	184017.1131	254057.5711
3047	184012.2245	254049.6
3048	183999.1004	254024.4408
3049	183986.4894	254007.1856
3050	183972.0623	253983.9535
3051	183959.5406	253964.8976
3052	183942.6798	253941.4549
3053	183930.5561	253920.319
3054	183925.1744	253912.1333
3055	183908.8119	253891.2888
3056	183894.3222	253862.6725
3057	183875.7782	253838.9303
3058	183872.52	253833.5416
3059	183855.2406	253807.7377
3060	183842.572	253785.4635
3061	183825.6932	253755.2916
3062	183812.8832	253730.6738
3063	183799.983	253708.5364
3064	183785.2728	253685.027
3065	183768.5793	253662.1928
3066	183751.4977	253630.7016
3067	183737.0993	253609.4607
3068	183718.3859	253579.5678
3069	183709.7973	253566.3187
3070	183681.7316	253526.8613
3071	183666.1186	253508.1502
3072	183649.7935	253485.9461
3073	183638.5202	253464.5851
3074	183629.2337	253451.3065
3075	183617.2793	253431.4567
3076	183607.3725	253417.8644
3077	183590.9685	253388.0541
3078	183577.9821	253363.4947
3079	183570.867	253349.6552
3080	183558.9611	253320.2901
3081	183543.1121	253294.6266
3082	183531.7972	253275.8887
3083	183527.7427	253268.4407
3084	183520.1927	253255.4339
3085	183505.2128	253232.2513
3086	183497.4991	253219.6472
3087	183480.4792	253185.3973
3088	183463.9821	253161.9217
3089	183449.6289	253140.5672
3090	183436.3383	253122.4964
3091	183424.5759	253100.4616
3092	183412.4393	253080.4308
3093	183398.211	253052.4828
3094	183383.5871	253032.6978
3095	183370.7868	253013.0765
3096	183358.799	252994.9286
3097	183342.0799	252972.2778
3098	183331.9222	252958.7815
3099	183322.1355	252941.6637
3100	183308.4102	252923.412
3101	183291.4355	252891.7799
3102	183279.2466	252872.724
3103	183266.3964	252851.4942
3104	183256.5195	252835.7595
3105	183241.2427	252819.1381
3106	183226.1835	252794.2267
3107	183205.817	252759.2645
3108	183197.4503	252745.6551
3109	183174.7856	252715.2642
3110	183156.3246	252692.7823
3111	183145.8341	252671.7301
3112	183129.7931	252646.1306
3113	183114.1674	252625.0377
3114	183103.7337	252610.8998
3115	183088.7945	252588.1781
3116	183075.6804	252569.6781
3117	183063.5564	252546.9862
3118	183050.4721	252526.8221
3119	183029.7362	252503.3537
3120	183011.0303	252474.6954
3121	183008.909	252470.6912
3122	182997.3489	252451.4015
3123	182991.8991	252441.1477
3124	182978.2976	252419.0588
3125	182963.109	252399.0553
3126	182955.6514	252386.4094
3127	182939.683	252358.3838
3128	182922.6471	252332.9247
3129	182912.331	252315.3266
3130	182901.2504	252296.5998
3131	182892.0947	252278.6865
3132	182876.4098	252258.424
3133	182866.886	252244.3062
3134	182861.9348	252234.1239
3135	182843.8434	252205.8827
3136	182825.1946	252176.5149
3137	182811.3868	252160.5122
3138	182797.9659	252144.009
3139	182781.7258	252120.9348
3140	182772.7341	252103.8405
3141	182760.5752	252076.6598
3142	182745.041	252048.6347
3143	182729.0282	252030.5905
3144	182721.2554	252018.9921
3145	182698.0474	251986.9993
3146	182686.1254	251967.2201
3147	182666.96	251932.6948
3148	182652.7075	251909.8076
3149	182643.9109	251899.9721
3150	182619.8641	251858.3583
3151	182604.962	251825.9078
3152	182588.9782	251803.0881
3153	182575.1675	251782.2781
3154	182562.7954	251763.783
3155	182550.6579	251742.2688
3156	182539.782	251718.0915
3157	182517.147	251691.575
3158	182503.7115	251670.9232
3159	182494.9752	251653.6934
3160	182482.6543	251635.3573
3161	182470.3813	251617.1253
3162	182464.5819	251605.9415
3163	182448.1584	251576.4976
3164	182440.6412	251566.5203
3165	182420.6452	251544.32
3166	182404.5664	251525.666
3167	182389.9493	251505.1984
3168	182375.5458	251484.6559
3169	182360.7419	251459.4083
3170	182351.5535	251444.8843
3171	182339.9314	251420.8859
3172	182327.4167	251395.3979
3173	182309.5787	251373.1009
3174	182301.7114	251357.323
3175	182289.03	251343.1034
3176	182286.0986	251337.0864
3177	182277.3617	251321.1503
3178	182268.1184	251306.2032
3179	182248.547	251275.0671
3180	182241.5624	251261.8825
3181	182223.2379	251235.7536
3182	182193.807	251196.3283
3183	182178.5897	251176.8363
3184	182162.3297	251155.5718
3185	182153.9439	251142.0277
3186	182141.4062	251118.8146
3187	182129.0612	251099.4196
3188	182118.6059	251084.9745
3189	182108.991	251065.0188
3190	182100.8806	251050.6153
3191	182089.9393	251030.8111
3192	182075.1594	251012.2786
3193	182063.2347	250987.8187
3194	182034.464	250943.9647
3195	182020.9687	250923.8919
3196	182017.7299	250918.8042
3197	182002.9198	250897.5245
3198	181998.3153	250888.3664
3199	181977.8408	250855.7605
3200	181966.0222	250838.7112
3201	181954.3636	250820.1824
3202	181944.8523	250803.9062
3203	181935.8309	250786.4747
3204	181922.8617	250767.5722
3205	181908.7739	250739.4953
3206	181906.7622	250735.6253
3207	181900.7044	250728.8162
3208	181887.5417	250706.6063
3209	181869.5238	250687.4011
3210	181865.6136	250681.04
3211	181848.4889	250652.1039
3212	181841.2986	250639.9132
3213	181827.9439	250615.9415
3214	181808.441	250594.2925
3215	181797.0983	250571.5527
3216	181782.2461	250549.5534
3217	181767.8672	250529.1336
3218	181741.0308	250490.8884
3219	181728.6702	250470.1746
3220	181719.7204	250456.1186
3221	181698.917	250426.7082
3222	181687.0309	250410.0297
3223	181669.1647	250378.2688
3224	181652.1981	250356.6084
3225	181640.4757	250337.469
3226	181625.1052	250322.6527
3227	181617.0859	250309.1033
3228	181606.5064	250290.4493
3229	181585.5159	250263.0969
3230	181567.459	250237.5497
3231	181562.1379	250228.3054
3232	181545.6703	250209.0739
3233	181532.9031	250186.9384
3234	181526.985	250176.5906
3235	181514.0188	250157.9712
3236	181499.5888	250142.6766
3237	181484.1686	250121.3575
3238	181458.1827	250084.2099
3239	181441.6053	250058.8908
3240	181431.4929	250042.3899
3241	181416.3785	250012.8362
3242	181402.3458	249988.7976
3243	181398.516	249983.4902
3244	181381.8717	249962.19
3245	181368.0332	249942.2683
3246	181354.1613	249919.8296
3247	181344.6316	249909.0402
3248	181332.7996	249891.4902
3249	181325.0705	249879.5356
3250	181313.8081	249863.208
3251	181301.217	249849.1556
3252	181284.1673	249823.3432
3253	181278.1869	249816.6726
3254	181262.0953	249784.2066
3255	181248.5945	249767.1449
3256	181238.4365	249752.8599
3257	181225.0145	249729.2925
3258	181215.2105	249712.1644
3259	181209.5051	249701.6937
3260	181198.4281	249683.8084
3261	181176.7739	249649.2129
3262	181169.0764	249637.7945
3263	181152.5111	249616.7486
3264	181134.3992	249590.4645
3265	181132.4449	249587.0794
3266	181120.0354	249568.0791
3267	181110.3403	249553.223
3268	181097.5721	249533.9334
3269	181085.3566	249514.7397
3270	181073.4871	249500.7841
3271	181058.9296	249485.6228
3272	181041.2962	249454.3571
3273	181030.5911	249439.6431
3274	181014.2722	249413.1389
3275	181007.7124	249401.4671
3276	180996.1243	249381.074
3277	180978.8959	249360.4495
3278	180965.618	249338.0516
3279	180952.0803	249309.1708
3280	180945.5381	249296.5721
3281	180939.0187	249284.0417
3282	180932.6548	249271.5792
3283	180920.5583	249257.0789
3284	180909.4516	249242.9789
3285	180897.2599	249223.402
3286	180884.5014	249209.6154
3287	180868.8102	249185.8083
3288	180855.3894	249161.3431
3289	180842.641	249146.908
3290	180831.1279	249129.2949
3291	180816.6854	249101.757
3292	180803.4736	249072.7435
3293	180788.6192	249050.89
3294	180774.0972	249026.4656
3295	180757.562	248998.607
3296	180749.0459	248987.8625
3297	180741.665	248975.0027
3298	180724.1306	248947.2316
3299	180705.4589	248922.919
3300	180693.2958	248906.01
3301	180682.4641	248889.6045
3302	180667.4977	248869.4761
3303	180660.5349	248855.0745
3304	180650.0082	248841.5647
3305	180634.2677	248820.5202
3306	180628.2008	248810.95
3307	180617.895	248793.6877
3308	180600.9094	248766.1201
3309	180592.7124	248754.0227
3310	180579.4615	248735.2043
3311	180564.1841	248711.736
3312	180550.6759	248692.2084
3313	180538.1265	248665.5044
3314	180525.8299	248646.111
3315	180503.8203	248609.768
3316	180495.3396	248589.4574
3317	180487.1986	248566.6559
3318	180477.5325	248551.4101
3319	180465.7558	248536.6176
3320	180459.4833	248524.4399
3321	180446.0209	248510.6952
3322	180438.4559	248494.0969
3323	180426.6429	248476.2962
3324	180420.1549	248464.9943
3325	180406.2925	248446.848
3326	180398.3909	248433.6987
3327	180385.5605	248412.9453
3328	180375.6024	248397.0569
3329	180362.7849	248381.3563
3330	180350.7955	248360.2448
3331	180341.4512	248341.9264
3332	180325.693	248317.2102
3333	180315.3992	248297.1311
3334	180308.131	248278.6318
3335	180289.4614	248254.6402
3336	180266.0958	248221.378
3337	180251.4422	248200.7354
3338	180241.1771	248181.6978
3339	180232.7751	248165.8021
3340	180217.0413	248141.7183
3341	180199.0838	248120.974
3342	180193.419	248110.4194
3343	180176.0011	248082.7505
3344	180161.4807	248063.3575
3345	180147.6509	248044.4366
3346	180133.5058	248025.3312
3347	180121.6207	248006.5412
3348	180102.8794	247980.8333
3349	180087.7353	247953.3387
3350	180075.8877	247935.9248
3351	180053.6917	247901.9263
3352	180046.3316	247889.7866
3353	180038.4107	247877.503
3354	180024.5603	247856.4633
3355	180009.2552	247835.9562
3356	179990.7404	247809.9737
3357	179978.7053	247782.4851
3358	179969.9987	247767.133
3359	179956.375	247748.6904
3360	179948.1846	247732.0162
3361	179934.8535	247715.6206
3362	179922.0658	247694.7544
3363	179902.8758	247663.5428
3364	179881.3963	247629.1659
3365	179879.527	247625.5583
3366	179865.3204	247606.224
3367	179854.6342	247585.8808
3368	179841.5719	247567.1489
3369	179827.0028	247547.6078
3370	179813.0745	247527.6809
3371	179798.5095	247504.7228
3372	179787.689	247486.522
3373	179781.5464	247476.0919
3374	179778.7721	247471.0302
3375	179759.0049	247442.9373
3376	179752.5457	247433.8984
