,bfe_nummer,adresse,offentlig_ejendomsværdi,offentlige_grundværdi,seneste_handelspris,enhedsareal_beboelse,pris_pr_m2,seneste_handelsdato,seneste_handlet_andel,handelsmetode,anvendelse,opførelsesår,tinglyst_areal_ejerlejligheder,longitude,latitude,primær_ejers_adresse,vejnavn,husnr,etage,antal_værelser,year,month,day
3592,142932,"Englandsvej16,st.th,2300KøbenhavnS",800000.0,48100.0,1750000,58.0,30172.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,52.0,12.60548687,55.65731216,"Englandsvej16,stth,2300KøbenhavnS",Englandsvej,16,1.0,2,2019,10,1
3593,421321,"Strandlodsvej23G,3.tv,2300KøbenhavnS",2100000.0,324100.0,5065000,121.0,41859.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2021.0,104.0,12.62538463,55.66557438,"Strandlodsvej23G,3tv,2300KøbenhavnS",Strandlodsvej,23,4.0,4,2019,10,1
3594,140068,"RobertJacobsensVej66,3.t1,2300KøbenhavnS",2050000.0,488400.0,2995000,106.0,28254.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,94.0,12.57223527,55.61811425,"Evavej49,3500Værløse",RobertJacobsensVej,66,4.0,3,2019,10,1
3595,130726,"Kastrupvej82,3.tv,2300KøbenhavnS",910000.0,116200.0,1975000,53.0,37264.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,48.0,12.619182,55.65337337,"BrundStrandvej11,7130Juelsminde",Kastrupvej,82,4.0,2,2019,10,1
3596,415740,"RobertJacobsensVej10Y,5.th,2300KøbenhavnS",2450000.0,517000.0,3890000,111.0,35045.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,104.0,12.57368576,55.6239251,"RobertJacobsensVej10Y,5th,2300KøbenhavnS",RobertJacobsensVej,10,6.0,4,2019,10,1
3597,139156,"RobertJacobsensVej80,5.4,2300KøbenhavnS",1200000.0,249400.0,2425000,60.0,40416.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,48.0,12.57201842,55.61693824,"RobertJacobsensVej80,5,-4,2300KøbenhavnS",RobertJacobsensVej,80,6.0,2,2019,10,1
3598,130688,"Kastrupvej88,3.th,2300KøbenhavnS",710000.0,80100.0,1365000,41.0,33292.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,35.0,12.61933703,55.65311306,"Petersmindevej45,9520Skørping",Kastrupvej,88,4.0,1,2019,10,1
3599,127786,"Bremensgade34,2.tv,2300KøbenhavnS",1050000.0,153900.0,2575000,67.0,38432.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,59.0,12.61704257,55.66457901,"Bremensgade34,2tv,2300KøbenhavnS",Bremensgade,34,3.0,2,2019,10,1
3600,139140,"RobertJacobsensVej80,2.2,2300KøbenhavnS",1150000.0,238700.0,2350000,58.0,40517.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,46.0,12.57201842,55.61693824,"Bygaden31B,3250Gilleleje",RobertJacobsensVej,80,3.0,2,2019,10,1
3601,134304,"Bremensgade29,4.tv,2300KøbenhavnS",1100000.0,123800.0,2700000,67.0,40298.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,62.0,12.61749365,55.66590622,"Bremensgade29,4tv,2300KøbenhavnS",Bremensgade,29,5.0,3,2019,10,1
3602,420774,"ElseAlfeltsVej91,5.th,2300KøbenhavnS",2200000.0,400900.0,3725000,100.0,37250.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,86.0,12.56853738,55.61709223,"ElseAlfeltsVej91,5th,2300KøbenhavnS",ElseAlfeltsVej,91,6.0,4,2019,10,1
3603,416163,"RobertJacobsensVej22,5.tv,2300KøbenhavnS",1950000.0,422800.0,3375000,91.0,37087.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,84.0,12.57394767,55.62239038,"RobertJacobsensVej22,5tv,2300KøbenhavnS",RobertJacobsensVej,22,6.0,4,2019,10,1
3604,132802,"Elbagade19,st.th,2300KøbenhavnS",900000.0,93400.0,1835000,60.0,30583.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,52.0,12.6132172,55.65368863,"Elbagade19,stth,2300KøbenhavnS",Elbagade,19,1.0,2,2019,10,1
3605,135459,"Cypernsvej3,2.th,2300KøbenhavnS",960000.0,95900.0,1290000,56.0,23035.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1934.0,51.0,12.61674865,55.65198517,"Cypernsvej3,2th,2300KøbenhavnS",Cypernsvej,3,3.0,2,2019,10,1
3606,130672,"Kastrupvej90,3.tv,2300KøbenhavnS",730000.0,88900.0,1300000,42.0,30952.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,38.0,12.61938516,55.65303161,"Ryumgårdvej79,2770Kastrup",Kastrupvej,90,4.0,2,2019,10,1
3607,134101,"Nordlandsgade6,1.th,2300KøbenhavnS",1100000.0,71000.0,2265000,58.0,39051.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1911.0,50.0,12.60215844,55.66461568,"Nordlandsgade6,1th,2300KøbenhavnS",Nordlandsgade,6,2.0,2,2019,10,1
3608,105029,"VedLinden4,4.th,2300KøbenhavnS",1100000.0,92600.0,2950000,62.0,47580.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1915.0,55.0,12.59577411,55.66734322,"Amagerbrogade32,4tv,2300KøbenhavnS",VedLinden,4,5.0,2,2019,10,1
3609,119698,"EdvardThomsensVej5D,1.1,2300KøbenhavnS",2200000.0,456200.0,3600000,114.0,31578.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,106.0,12.57322387,55.63255788,"EdvardThomsensVej5D,1,-1,2300KøbenhavnS",EdvardThomsensVej,5,2.0,4,2019,10,1
3610,118364,"EdvardThomsensVej15,st.th,2300KøbenhavnS",2150000.0,534300.0,3610000,115.0,31391.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,111.0,12.5734997,55.63313421,"EdvardThomsensVej15,stth,2300KøbenhavnS",EdvardThomsensVej,15,1.0,4,2019,10,1
3611,132246,"Øresundsvej50,2.tv,2300KøbenhavnS",1550000.0,98500.0,2875000,81.0,35493.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1906.0,71.0,12.61366571,55.66032101,"Øresundsvej50,2tv,2300KøbenhavnS",Øresundsvej,50,3.0,3,2019,10,1
3612,110567,"JensOttoKragsGade12,1.tv,2300KøbenhavnS",2100000.0,345100.0,3700000,86.0,43023.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,73.0,12.56848868,55.65857067,"JensOttoKragsGade12,1tv,2300KøbenhavnS",JensOttoKragsGade,12,2.0,3,2019,10,1
3613,135275,"Ålandsgade57,3.tv,2300KøbenhavnS",1000000.0,92200.0,2100000,56.0,37500.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,51.0,12.60770749,55.66190437,"C.F.RichsVej90,2th,2000Frederiksberg",Ålandsgade,57,4.0,2,2019,10,1
3614,109357,"C.F.MøllersAllé66,4.th,2300KøbenhavnS",1950000.0,374800.0,3510000,97.0,36185.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,81.0,12.57771642,55.63446794,"Drogdensvej23,2791Dragør",C.F.MøllersAllé,66,5.0,3,2019,10,1
3615,131074,"Bredegrund1,5.th,2300KøbenhavnS",1500000.0,95400.0,3500000,83.0,42168.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1927.0,77.0,12.61439527,55.6593566,"Bredegrund1,5th,2300KøbenhavnS",Bredegrund,1,6.0,3,2019,10,1
3616,113423,"ØrestadsBoulevard59C,5.521,2300KøbenhavnS",2250000.0,463800.0,3200000,109.0,29357.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,96.0,12.58319055,55.63379142,"ØrestadsBoulevard59C,5,-521,2300KøbenhavnS",ØrestadsBoulevard,59,6.0,1,2019,10,1
3617,113679,"IslandsBrygge106,3.th,2300KøbenhavnS",3450000.0,573700.0,9999000,133.0,75180.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2018.0,120.0,12.56420811,55.65563284,"IslandsBrygge106,3th,2300KøbenhavnS",IslandsBrygge,106,4.0,4,2019,10,1
3618,103179,"Svinget8,5.tv,2300KøbenhavnS",1850000.0,160700.0,4300000,101.0,42574.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,88.0,12.59665523,55.66638779,"Svinget8,5tv,2300KøbenhavnS",Svinget,8,6.0,4,2019,10,1
3619,132424,"MellemfortsAllé2,1.th,2300KøbenhavnS",1100000.0,142500.0,2201000,66.0,33348.0,2019-10-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,59.0,12.62013915,55.66011157,"MellemfortsAllé2,1th,2300KøbenhavnS",MellemfortsAllé,2,2.0,2,2019,10,1
3620,126888,"Woltersgade10,4.th,2300KøbenhavnS",1100000.0,134800.0,2700000,56.0,48214.0,2019-09-28,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1901.0,50.0,12.60764092,55.66461857,"MarinusBødkersVej19,9900Frederikshavn",Woltersgade,10,5.0,3,2019,9,28
3622,126873,"Holmbladsgade48,2.tv,2300KøbenhavnS",1650000.0,281000.0,3250000,88.0,36931.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1901.0,82.0,12.60725158,55.665136,"Holmbladsgade48,2tv,2300KøbenhavnS",Holmbladsgade,48,3.0,4,2019,9,15
3623,112934,"ØrestadsBoulevard57A,5.542,2300KøbenhavnS",1650000.0,309300.0,2520000,79.0,31898.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,62.0,12.58224692,55.63443774,"ØrestadsBoulevard57A,5,-542,2300KøbenhavnS",ØrestadsBoulevard,57,6.0,2,2019,9,15
3624,132024,"Caprivej8,4.tv,2300KøbenhavnS",1200000.0,103900.0,2625000,71.0,36971.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,67.0,12.62177722,55.6607107,"Petersværft3,4772Langebæk",Caprivej,8,5.0,3,2019,9,15
3625,407957,"Rundholtsvej56,4.3,2300KøbenhavnS",3900000.0,431700.0,8448000,149.0,56697.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,138.0,12.56480672,55.65398841,"Rundholtsvej56,4,-3,2300KøbenhavnS",Rundholtsvej,56,5.0,4,2019,9,15
3626,130137,"Kastrupvej98A,2.mf,2300KøbenhavnS",960000.0,97700.0,1775000,56.0,31696.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,53.0,12.61987016,55.65224767,"Kastrupvej98A,2mf,2300KøbenhavnS",Kastrupvej,98,3.0,2,2019,9,15
3627,131670,"Lyongade17A,3.1,2300KøbenhavnS",1900000.0,208600.0,3475000,99.0,35101.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1971.0,84.0,12.60901158,55.66061512,"Lyongade17A,3,-1,2300KøbenhavnS",Lyongade,17,4.0,3,2019,9,15
3628,102802,"Weidekampsgade29,5.3,2300KøbenhavnS",2700000.0,463000.0,4900000,98.0,50000.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,82.0,12.583509,55.6660366,"Weidekampsgade29,5,-3,2300KøbenhavnS",Weidekampsgade,29,6.0,3,2019,9,15
3629,131970,"Østrigsgade32,st.th,2300KøbenhavnS",1650000.0,87300.0,1995000,65.0,30692.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,100.0,12.61519828,55.66291334,"Østrigsgade32,stth,2300KøbenhavnS",Østrigsgade,32,1.0,2,2019,9,15
3630,130113,"Greisvej76,2.tv,2300KøbenhavnS",960000.0,252100.0,1840000,62.0,29677.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1982.0,56.0,12.62600451,55.64609017,"Greisvej76,2tv,2300KøbenhavnS",Greisvej,76,3.0,2,2019,9,15
3631,126928,"Kastrupvej96,4.tv,2300KøbenhavnS",1150000.0,124400.0,2400000,67.0,35820.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,63.0,12.61966173,55.6525823,"Kastrupvej96,4tv,2300KøbenhavnS",Kastrupvej,96,5.0,3,2019,9,15
3632,103247,"Weidekampsgade41,5.th,2300KøbenhavnS",3000000.0,601300.0,5250000,107.0,49065.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,98.0,12.58220059,55.66679041,"Weidekampsgade41,5th,2300KøbenhavnS",Weidekampsgade,41,6.0,4,2019,9,15
3633,127832,"Hessensgade45,2.th,2300KøbenhavnS",1850000.0,389100.0,3950000,116.0,34051.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1970.0,111.0,12.61690064,55.66378624,"Hessensgade45,2th,2300KøbenhavnS",Hessensgade,45,3.0,3,2019,9,15
3634,135795,"SundbyParkvej13,st.tv,2300KøbenhavnS",1750000.0,315000.0,3795000,85.0,44647.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,72.0,12.62882957,55.66271839,"SundbyParkvej13,sttv,2300KøbenhavnS",SundbyParkvej,13,1.0,2,2019,9,15
3635,115245,"C.F.MøllersAllé16,1.th,2300KøbenhavnS",1950000.0,387600.0,3400000,99.0,34343.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,85.0,12.57420037,55.63494631,"C.F.MøllersAllé16,1th,2300KøbenhavnS",C.F.MøllersAllé,16,2.0,3,2019,9,15
3636,132760,"Keplersgade8,1.th,2300KøbenhavnS",1000000.0,77800.0,1850000,56.0,33035.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,49.0,12.61133437,55.65492405,"Eratosvej19,9990Skagen",Keplersgade,8,2.0,2,2019,9,15
3637,135242,"Ålandsgade51,3.tv,2300KøbenhavnS",1000000.0,92200.0,2050000,56.0,36607.0,2019-09-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,51.0,12.60743474,55.66213639,"Ålandsgade51,3tv,2300KøbenhavnS",Ålandsgade,51,4.0,2,2019,9,15
3639,136505,"Kastrupvej60,5.th,2300KøbenhavnS",1450000.0,124600.0,3325000,84.0,39583.0,2019-09-09,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,80.0,12.6177575,55.65490791,"Kastrupvej60,5th,2300KøbenhavnS",Kastrupvej,60,6.0,3,2019,9,9
3640,135609,"Frankrigshusene4,4.tv,2300KøbenhavnS",1000000.0,102500.0,2345000,56.0,41875.0,2019-09-08,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,51.0,12.60873753,55.66256472,"Hindhøjen3,8382Hinnerup",Frankrigshusene,4,5.0,2,2019,9,8
3642,135686,"Reberbanegade51,2.th,2300KøbenhavnS",850000.0,107700.0,1975000,46.0,42934.0,2019-09-05,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,42.0,12.60698056,55.66172317,"Linnésgade16A,1,1361KøbenhavnK",Reberbanegade,51,3.0,2,2019,9,5
3645,128270,"Hessensgade17,2.tv,2300KøbenhavnS",1350000.0,280500.0,2925000,84.0,34821.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1972.0,79.0,12.61557534,55.66549721,"Hessensgade17,2tv,2300KøbenhavnS",Hessensgade,17,3.0,3,2019,9,1
3646,132734,"TychoBrahesAllé10,st.th,2300KøbenhavnS",960000.0,51100.0,1835000,57.0,32192.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,50.0,12.61135726,55.65523458,"TychoBrahesAllé10,stth,2300KøbenhavnS",TychoBrahesAllé,10,1.0,2,2019,9,1
3647,139214,"RobertJacobsensVej62,7.p4,2300KøbenhavnS",2550000.0,592300.0,3750000,124.0,30241.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,112.0,12.57218415,55.61841841,"None,2300KøbenhavnS",RobertJacobsensVej,62,8.0,3,2019,9,1
3648,135886,"Øresundsvej144F,st.th,2300KøbenhavnS",2150000.0,347100.0,4500000,108.0,41666.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,92.0,12.62854034,55.66075518,"Øresundsvej144F,stth,2300KøbenhavnS",Øresundsvej,144,1.0,3,2019,9,1
3649,103341,"Klaksvigsgade7,3.tv,2300KøbenhavnS",2900000.0,536200.0,4387500,106.0,41391.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,94.0,12.58078755,55.66708598,"Klaksvigsgade7,3tv,2300KøbenhavnS",Klaksvigsgade,7,4.0,3,2019,9,1
3650,103317,"Klaksvigsgade3,6.tv,2300KøbenhavnS",2150000.0,382100.0,4275000,79.0,54113.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,67.0,12.58111579,55.66733697,"LilleFrederikslund3,2840Holte",Klaksvigsgade,3,7.0,2,2019,9,1
3651,102763,"Svinget22,4.tv,2300KøbenhavnS",1250000.0,131900.0,2975000,70.0,42500.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,62.0,12.59543205,55.66497058,"Strandvejen312,3060Espergærde",Svinget,22,5.0,2,2019,9,1
3654,102412,"IslandsBrygge30B,6.7,2300KøbenhavnS",2950000.0,420400.0,4300000,96.0,44791.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1961.0,83.0,12.56942963,55.66183508,"IslandsBrygge30B,6,-7,2300KøbenhavnS",IslandsBrygge,30,7.0,3,2019,9,1
3655,132535,"Jansvej4,2.4,2300KøbenhavnS",750000.0,105200.0,1295000,43.0,30116.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,41.0,12.61668469,55.64674825,"Jansvej4,2,-4,2300KøbenhavnS",Jansvej,4,3.0,2,2019,9,1
3659,124207,"Lombardigade3,st.tv,2300KøbenhavnS",1450000.0,117500.0,3100000,91.0,34065.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,83.0,12.61156103,55.65394606,"Lombardigade3,sttv,2300KøbenhavnS",Lombardigade,3,1.0,4,2019,9,1
3660,133688,"Lemnosvej17,st.mf,2300KøbenhavnS",640000.0,83000.0,1150000,40.0,28750.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,37.0,12.62217543,55.65323486,"Lemnosvej17,stmf,2300KøbenhavnS",Lemnosvej,17,1.0,1,2019,9,1
3661,106870,"Markmandsgade21,5.th,2300KøbenhavnS",2500000.0,356400.0,4150000,86.0,48255.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,74.0,12.60002713,55.66842206,"Markmandsgade21,5th,2300KøbenhavnS",Markmandsgade,21,6.0,2,2019,9,1
3662,420764,"ElseAlfeltsVej93,7.tv,2300KøbenhavnS",2300000.0,424200.0,3725000,104.0,35817.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,91.0,12.56841568,55.61690988,"ElseAlfeltsVej93,7tv,2300KøbenhavnS",ElseAlfeltsVej,93,8.0,4,2019,9,1
3663,130207,"Greisvej35,2.tv,2300KøbenhavnS",860000.0,144400.0,1580000,49.0,32244.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,44.0,12.61915875,55.64544862,"Lindencronevej6,4672Klippinge",Greisvej,35,3.0,2,2019,9,1
3664,132532,"Jansvej4,st.1,2300KøbenhavnS",690000.0,105200.0,1450000,44.0,32954.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,42.0,12.61668469,55.64674825,"Jansvej4,st,-1,2300KøbenhavnS",Jansvej,4,1.0,2,2019,9,1
3665,136610,"Spaniensgade23,4.mf,2300KøbenhavnS",1200000.0,111800.0,2780000,72.0,38611.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1941.0,69.0,12.60965228,55.66013676,"Spaniensgade23,4mf,2300KøbenhavnS",Spaniensgade,23,5.0,3,2019,9,1
3666,137494,"Lysefjordsgade3,3.tv,2300KøbenhavnS",960000.0,116300.0,1895000,58.0,32672.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1912.0,52.0,12.59960307,55.6582047,"Lysefjordsgade3,3tv,2300KøbenhavnS",Lysefjordsgade,3,4.0,2,2019,9,1
3667,132712,"Vermlandsgade81,1.th,2300KøbenhavnS",1500000.0,99400.0,2775000,89.0,31179.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1905.0,82.0,12.61239281,55.66668328,"Fangekrogen33,3400Hillerød",Vermlandsgade,81,2.0,3,2019,9,1
3668,136117,"Ålandsgade32,4.th,2300KøbenhavnS",1200000.0,163000.0,2200000,67.0,32835.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,63.0,12.60744409,55.66172149,"Ålandsgade32,4th,2300KøbenhavnS",Ålandsgade,32,5.0,2,2019,9,1
3669,135755,"Ålandsgade28,2.tv,2300KøbenhavnS",920000.0,118300.0,1975000,50.0,39500.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,46.0,12.60709359,55.66200912,"Ålandsgade28,2tv,2300KøbenhavnS",Ålandsgade,28,3.0,2,2019,9,1
3670,139271,"Hyacintgården13,3.1,2300KøbenhavnS",1050000.0,174500.0,2015000,70.0,28785.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1968.0,67.0,12.61206358,55.6489426,"Hyacintgården13,3,-1,2300KøbenhavnS",Hyacintgården,13,4.0,2,2019,9,1
3671,138371,"BreidablikAllé8,1.,2300KøbenhavnS",3000000.0,816900.0,5850000,184.0,31793.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,213.0,12.60572996,55.65148156,"BreidablikAllé8,1,2300KøbenhavnS",BreidablikAllé,8,2.0,6,2019,9,1
3672,136427,"KvintusAllé12,2.4,2300KøbenhavnS",2300000.0,346600.0,3820000,107.0,35700.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,100.0,12.61953409,55.66007207,"KvintusAllé12,2,-4,2300KøbenhavnS",KvintusAllé,12,3.0,4,2019,9,1
3673,106880,"Markmandsgade23,4.th,2300KøbenhavnS",3400000.0,498900.0,5085000,118.0,43093.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,107.0,12.60013845,55.6684821,"Markmandsgade23,4th,2300KøbenhavnS",Markmandsgade,23,5.0,4,2019,9,1
3674,143832,"Brigadevej3,2.tv,2300KøbenhavnS",1100000.0,133300.0,2700000,63.0,42857.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,56.0,12.60150764,55.66276781,"Brigadevej3,2tv,2300KøbenhavnS",Brigadevej,3,3.0,3,2019,9,1
3675,111401,"Bardenflethsgade1,st.tv,2300KøbenhavnS",2950000.0,433500.0,4200000,148.0,28378.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2018.0,134.0,12.59319066,55.66656042,"Bardenflethsgade1,sttv,2300KøbenhavnS",Bardenflethsgade,1,1.0,5,2019,9,1
3676,105459,"Amagerfælledvej35,5.th,2300KøbenhavnS",1400000.0,125300.0,3100000,78.0,39743.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,70.0,12.5948303,55.6649885,"LaCoursVej10,2670Greve",Amagerfælledvej,35,6.0,3,2019,9,1
3677,136240,"Kongelundsvej61C,st.th,2300KøbenhavnS",960000.0,272700.0,2150000,69.0,31159.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1969.0,65.0,12.59013401,55.63831298,"Kornmodvænget31,5210OdenseNV",Kongelundsvej,61,1.0,2,2019,9,1
3678,134599,"Øresundsvej60,2.th,2300KøbenhavnS",1150000.0,107200.0,2400000,65.0,36923.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,58.0,12.61511055,55.66062514,"Sønderstræde6B,2791Dragør",Øresundsvej,60,3.0,3,2019,9,1
3679,104064,"VedSønderport24,1.tv,2300KøbenhavnS",1300000.0,95900.0,2575000,68.0,37867.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,61.0,12.60156434,55.66683076,"VedSønderport24,1tv,2300KøbenhavnS",VedSønderport,24,2.0,2,2019,9,1
3680,123797,"Rumæniensgade4,3.th,2300KøbenhavnS",1100000.0,113100.0,2165000,65.0,33307.0,2019-09-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1930.0,57.0,12.61385811,55.65991681,"AmagerStrandvej112H,2th,2300KøbenhavnS",Rumæniensgade,4,4.0,2,2019,9,1
