,bfe_nummer,adresse,offentlig_ejendomsværdi,offentlige_grundværdi,seneste_handelspris,enhedsareal_beboelse,pris_pr_m2,seneste_handelsdato,seneste_handlet_andel,handelsmetode,anvendelse,opførelsesår,tinglyst_areal_ejerlejligheder,longitude,latitude,primær_ejers_adresse,vejnavn,husnr,etage,antal_værelser,year,month,day
2130,136790,"Kongelundsvej38,2.mf,2300KøbenhavnS",610000.0,100000.0,1390000,37.0,37567.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1960.0,34.0,12.58873705,55.63979709,"Kongelundsvej38,2mf,2300KøbenhavnS",Kongelundsvej,38,3.0,1,2020,12,15
2131,132812,"Elbagade21,st.tv,2300KøbenhavnS",900000.0,93400.0,1755000,60.0,29250.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,52.0,12.61341214,55.65372785,"Elbagade21,sttv,2300KøbenhavnS",Elbagade,21,1.0,2,2020,12,15
2132,140180,"Englandsvej38B,2.tv,2300KøbenhavnS",960000.0,82700.0,2285000,61.0,37459.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,55.0,12.60320381,55.654771,"Englandsvej38B,2tv,2300KøbenhavnS",Englandsvej,38,3.0,2,2020,12,15
2134,101067,"ElseAlfeltsVej10H,1.tv,2300KøbenhavnS",1300000.0,459800.0,3999000,124.0,32250.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2020.0,115.0,12.56973214,55.6231205,"ElseAlfeltsVej10H,1tv,2300KøbenhavnS",ElseAlfeltsVej,10,2.0,4,2020,12,15
2135,114708,"Digevej66,2.tv,2300KøbenhavnS",1700000.0,384500.0,3425000,89.0,38483.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,76.0,12.58674435,55.64636644,"Digevej66,2tv,2300KøbenhavnS",Digevej,66,3.0,3,2020,12,15
2136,104504,"Hollænderdybet14,3.tv,2300KøbenhavnS",960000.0,91300.0,2935000,59.0,49745.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1917.0,53.0,12.59764137,55.66459654,"Nøddevænget24,7100Vejle",Hollænderdybet,14,4.0,2,2020,12,15
2137,135700,"Ålandsgade28,st.mf,2300KøbenhavnS",890000.0,125400.0,2150000,53.0,40566.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,49.0,12.60709359,55.66200912,"Ålandsgade28,stmf,2300KøbenhavnS",Ålandsgade,28,1.0,2,2020,12,15
2138,131457,"Rumæniensgade14,2.th,2300KøbenhavnS",960000.0,112600.0,2025000,58.0,34913.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,50.0,12.61278792,55.65967509,"Rumæniensgade14,2th,2300KøbenhavnS",Rumæniensgade,14,3.0,2,2020,12,15
2139,132928,"Gerbrandsvej8,st.3,2300KøbenhavnS",780000.0,118600.0,1650000,50.0,33000.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1934.0,48.0,12.61551695,55.64684322,"Gerbrandsvej8,st,-3,2300KøbenhavnS",Gerbrandsvej,8,1.0,2,2020,12,15
2141,136849,"Backersvej128B,st.,2300KøbenhavnS",3900000.0,1021400.0,6375000,151.0,42218.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1965.0,302.0,12.62631445,55.64957412,"Backersvej128B,st,2300KøbenhavnS",Backersvej,128,1.0,5,2020,12,15
2142,140176,"Østerdalsgade1B,3.mf,2300KøbenhavnS",640000.0,55200.0,1640000,39.0,42051.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,32.0,12.60314351,55.65500935,"AxelHeidesGade8A,5tv,2300KøbenhavnS",Østerdalsgade,1,4.0,1,2020,12,15
2143,135863,"Kongelundsvej61B,st.th,2300KøbenhavnS",960000.0,272700.0,1995000,69.0,28913.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1969.0,65.0,12.58984719,55.63832992,"Kongelundsvej61B,stth,2300KøbenhavnS",Kongelundsvej,61,1.0,2,2020,12,15
2144,135745,"Reberbanegade47,4.th,2300KøbenhavnS",1100000.0,139700.0,3050000,59.0,51694.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,54.0,12.60643534,55.66192769,"Reberbanegade47,4th,2300KøbenhavnS",Reberbanegade,47,5.0,3,2020,12,15
2145,135201,"Frankrigshusene11,st.th,2300KøbenhavnS",1300000.0,142100.0,3300000,82.0,40243.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,77.0,12.60732975,55.6625094,"Frankrigshusene11,stth,2300KøbenhavnS",Frankrigshusene,11,1.0,4,2020,12,15
2146,135241,"Ålandsgade51,2.th,2300KøbenhavnS",1000000.0,92200.0,2250000,56.0,40178.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,51.0,12.60743474,55.66213639,"Ålandsgade51,2th,2300KøbenhavnS",Ålandsgade,51,3.0,2,2020,12,15
2147,131037,"Parmagade21,1.tv,2300KøbenhavnS",1200000.0,147700.0,2775000,74.0,37500.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1926.0,67.0,12.61394738,55.65307697,"Parmagade21,1tv,2300KøbenhavnS",Parmagade,21,2.0,3,2020,12,15
2148,101371,"AmagerBoulevard132,1.tv,2300KøbenhavnS",1800000.0,142500.0,4330000,108.0,40092.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,97.0,12.59903249,55.66534412,"AmagerBoulevard132,1tv,2300KøbenhavnS",AmagerBoulevard,132,2.0,4,2020,12,15
2149,409640,"Hveensvej4,4.,2300KøbenhavnS",2850000.0,220800.0,4690000,119.0,39411.0,2020-12-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2012.0,99.0,12.60984969,55.6562271,"Hveensvej4,4,2300KøbenhavnS",Hveensvej,4,5.0,4,2020,12,15
2150,407532,"Rundholtsvej26,6.4,2300KøbenhavnS",3050000.0,337700.0,6200000,115.0,53913.0,2020-12-10,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,104.0,12.56544284,55.65346915,"Rundholtsvej26,6,-4,2300KøbenhavnS",Rundholtsvej,26,7.0,3,2020,12,10
2151,104169,"Thorshavnsgade19,1.tv,2300KøbenhavnS",2550000.0,432500.0,4050000,93.0,43548.0,2020-12-07,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,123.0,12.57977493,55.66773491,"Thorshavnsgade19,1tv,2300KøbenhavnS",Thorshavnsgade,19,2.0,2,2020,12,7
2152,134186,"Parmagade36,4.th,2300KøbenhavnS",1050000.0,79100.0,2375000,62.0,38306.0,2020-12-06,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1934.0,58.0,12.61583839,55.65312119,"Parmagade36,4th,2300KøbenhavnS",Parmagade,36,5.0,3,2020,12,6
2153,127363,"Ålandsgade15,3.tv,2300KøbenhavnS",1400000.0,124700.0,3740000,77.0,48571.0,2020-12-06,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1901.0,70.0,12.60519725,55.66390258,"Ålandsgade15,3tv,2300KøbenhavnS",Ålandsgade,15,4.0,3,2020,12,6
2154,111453,"Amagerfælledvej12A,4.th,2300KøbenhavnS",3200000.0,430200.0,5160000,146.0,35342.0,2020-12-05,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2018.0,133.0,12.59467951,55.66625538,"Amagerfælledvej12A,4th,2300KøbenhavnS",Amagerfælledvej,12,5.0,5,2020,12,5
2155,107305,"Myggenæsgade7,6.1,2300KøbenhavnS",3550000.0,563300.0,5895000,126.0,46785.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,115.0,12.58359283,55.66552018,"Myggenæsgade7,6,-1,2300KøbenhavnS",Myggenæsgade,7,7.0,4,2020,12,1
2156,137914,"Sofienhøjvej1,2.214,2300KøbenhavnS",710000.0,80600.0,1520000,44.0,34545.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1975.0,36.0,12.61364441,55.64538347,"Stenhøjgårdsvej33G,3460Birkerød",Sofienhøjvej,1,3.0,1,2020,12,1
2157,112445,"JensOttoKragsGade9,st.1,2300KøbenhavnS",2450000.0,526600.0,4650000,105.0,44285.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,92.0,12.56901683,55.65912691,"JensOttoKragsGade9,st,-1,2300KøbenhavnS",JensOttoKragsGade,9,1.0,3,2020,12,1
2158,132332,"Amagerbrogade219,2.th,2300KøbenhavnS",1500000.0,212500.0,2765000,89.0,31067.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,80.0,12.61349217,55.64871481,,Amagerbrogade,219,3.0,3,2020,12,1
2159,101316,"Hollænderdybet4,3.th,2300KøbenhavnS",960000.0,94100.0,2625000,58.0,45258.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,50.0,12.59918115,55.66495373,"Byager5,4330Hvalsø",Hollænderdybet,4,4.0,2,2020,12,1
2160,135911,"Øresundsvej144C,st.tv,2300KøbenhavnS",1950000.0,305700.0,4200000,97.0,43298.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,81.0,12.62784883,55.66089039,"Øresundsvej144C,sttv,2300KøbenhavnS",Øresundsvej,144,1.0,3,2020,12,1
2161,134266,"Hessensgade23,3.tv,2300KøbenhavnS",960000.0,154700.0,2100000,60.0,35000.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1965.0,53.0,12.61604395,55.66489702,"Hessensgade23,3tv,2300KøbenhavnS",Hessensgade,23,4.0,2,2020,12,1
2162,108925,"ØrestadsBoulevard63E,2.th,2300KøbenhavnS",1600000.0,301300.0,2950000,78.0,37820.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,68.0,12.58229372,55.63276631,"ØrestadsBoulevard63E,2th,2300KøbenhavnS",ØrestadsBoulevard,63,3.0,3,2020,12,1
2163,414912,"Strandlodsvej25D,5.th,2300KøbenhavnS",2500000.0,333800.0,4475000,107.0,41822.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2016.0,88.0,12.62515809,55.6659422,"Strandlodsvej25D,5th,2300KøbenhavnS",Strandlodsvej,25,6.0,3,2020,12,1
2164,122893,"TychoBrahesAllé13,4.tv,2300KøbenhavnS",910000.0,58800.0,2095000,49.0,42755.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,41.0,12.6114603,55.65549321,"Halvtolv31,2th,1436KøbenhavnK",TychoBrahesAllé,13,5.0,2,2020,12,1
2165,112313,"JensOttoKragsGade17,2.2,2300KøbenhavnS",1550000.0,312500.0,3372500,77.0,43798.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,65.0,12.57018086,55.65890247,"JensOttoKragsGade17,2,-2,2300KøbenhavnS",JensOttoKragsGade,17,3.0,2,2020,12,1
2166,114317,"TomKristensensVej24,6.th,2300KøbenhavnS",2200000.0,512900.0,5015000,111.0,45180.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,102.0,12.58744337,55.66087513,"TomKristensensVej24,6th,2300KøbenhavnS",TomKristensensVej,24,7.0,4,2020,12,1
2167,139289,"PederLykkesVej54,3.3,2300KøbenhavnS",1650000.0,151900.0,3430000,107.0,32056.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,103.0,12.60251615,55.65417104,"PederLykkesVej54,3,-3,2300KøbenhavnS",PederLykkesVej,54,4.0,4,2020,12,1
2168,118281,"EdvardThomsensVej21,7.tv,2300KøbenhavnS",2050000.0,458700.0,3995000,100.0,39950.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,95.0,12.57427754,55.63316314,"EdvardThomsensVej21,7tv,2300KøbenhavnS",EdvardThomsensVej,21,8.0,3,2020,12,1
2169,110152,"JensOttoKragsGade20,6.th,2300KøbenhavnS",3350000.0,567200.0,6600000,130.0,50769.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,120.0,12.56936418,55.65822229,"JensOttoKragsGade20,6th,2300KøbenhavnS",JensOttoKragsGade,20,7.0,4,2020,12,1
2170,131571,"Venedigvej8,4.th,2300KøbenhavnS",1100000.0,93300.0,2350000,64.0,36718.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,59.0,12.62234297,55.66067932,"Venedigvej8,4th,2300KøbenhavnS",Venedigvej,8,5.0,2,2020,12,1
2174,136472,"Kastrupvej60,2.th,2300KøbenhavnS",1000000.0,97000.0,2050000,59.0,34745.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,55.0,12.6177575,55.65490791,"NørreAlle33B,5500Middelfart",Kastrupvej,60,3.0,2,2020,12,1
2175,422683,"RobertJacobsensVej1B,7.tv,2300KøbenhavnS",2550000.0,465500.0,4400000,117.0,37606.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,104.0,12.57564119,55.62374217,"RobertJacobsensVej1B,7tv,2300KøbenhavnS",RobertJacobsensVej,1,8.0,4,2020,12,1
2176,124594,"Lombardigade15,4.th,2300KøbenhavnS",1450000.0,126700.0,3230000,80.0,40375.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,72.0,12.61304328,55.65423948,"Lombardigade15,4th,2300KøbenhavnS",Lombardigade,15,5.0,3,2020,12,1
2177,137939,"Sofienhøjvej1,4.409,2300KøbenhavnS",1200000.0,151400.0,2925000,75.0,39000.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1975.0,67.0,12.61364441,55.64538347,"Sofienhøjvej1,4,-409,2300KøbenhavnS",Sofienhøjvej,1,5.0,3,2020,12,1
2178,133333,"Øresundsvej112,st.th,2300KøbenhavnS",1450000.0,148300.0,3350000,97.0,34536.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,92.0,12.62279796,55.66131986,"Øresundsvej112,stth,2300KøbenhavnS",Øresundsvej,112,1.0,3,2020,12,1
2179,134198,"Maltagade24,4.tv,2300KøbenhavnS",960000.0,69600.0,2195000,56.0,39196.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1934.0,51.0,12.61668694,55.65302062,"Maltagade24,4tv,2300KøbenhavnS",Maltagade,24,5.0,2,2020,12,1
2180,126505,"Lyneborggade6,3.th,2300KøbenhavnS",1050000.0,69500.0,2800000,54.0,51851.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,48.0,12.60932449,55.66520923,"Lyneborggade6,3th,2300KøbenhavnS",Lyneborggade,6,4.0,2,2020,12,1
2181,122896,"TychoBrahesAllé11,5.,2300KøbenhavnS",1400000.0,101900.0,3010000,79.0,38101.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,71.0,12.61130895,55.65545937,"TychoBrahesAllé11,5,2300KøbenhavnS",TychoBrahesAllé,11,6.0,3,2020,12,1
2182,128699,"Ålandsgade9,st.th,2300KøbenhavnS",1150000.0,93500.0,2775000,70.0,39642.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1901.0,64.0,12.6049356,55.66415531,"Ålandsgade9,stth,2300KøbenhavnS",Ålandsgade,9,1.0,3,2020,12,1
2185,139611,"RichardMortensensVej63,5.p4,2300KøbenhavnS",3650000.0,826100.0,5365000,171.0,31374.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,159.0,12.57140981,55.61833038,"None,2300KøbenhavnS",RichardMortensensVej,63,6.0,6,2020,12,1
2186,131609,"Caprivej4,st.tv,2300KøbenhavnS",810000.0,74300.0,1920000,52.0,36923.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,48.0,12.62133777,55.66069059,"Caprivej4,sttv,2300KøbenhavnS",Caprivej,4,1.0,2,2020,12,1
2187,105130,"HansHedtoftsGade7,1.th,2300KøbenhavnS",2700000.0,489200.0,4545000,113.0,40221.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,98.0,12.57317147,55.66217297,"HansHedtoftsGade7,1th,2300KøbenhavnS",HansHedtoftsGade,7,2.0,3,2020,12,1
2188,107250,"Markmandsgade27,3.th,2300KøbenhavnS",2450000.0,356400.0,3995000,88.0,45397.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,77.0,12.60056543,55.66843853,"Holmbladsgade12,1,2300KøbenhavnS",Markmandsgade,27,4.0,2,2020,12,1
2189,104208,"Thorshavnsgade23,3.tv,2300KøbenhavnS",2550000.0,432500.0,4525000,94.0,48138.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,81.0,12.57937604,55.66743499,"Thorshavnsgade23,3tv,2300KøbenhavnS",Thorshavnsgade,23,4.0,2,2020,12,1
2190,137415,"Tingvej2,2.th,2300KøbenhavnS",1700000.0,99900.0,3300000,99.0,33333.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1885.0,88.0,12.60480522,55.66027022,"Howitzvej67B,1tv,2000Frederiksberg",Tingvej,2,3.0,4,2020,12,1
2191,126462,"Holmbladsgade54,st.tv,2300KøbenhavnS",1050000.0,102100.0,2831000,59.0,47983.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,70.0,12.6087743,55.66541552,"Holmbladsgade54,sttv,2300KøbenhavnS",Holmbladsgade,54,1.0,2,2020,12,1
2192,134616,"Cumberlandsgade4,st.tv,2300KøbenhavnS",880000.0,69900.0,1995000,52.0,38365.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,44.0,12.61561628,55.6672435,"Cumberlandsgade4,sttv,2300KøbenhavnS",Cumberlandsgade,4,1.0,2,2020,12,1
2193,139783,"PederLykkesVej54,1.4,2300KøbenhavnS",960000.0,83600.0,2295000,61.0,37622.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,57.0,12.60251615,55.65417104,"PederLykkesVej54,1,-4,2300KøbenhavnS",PederLykkesVej,54,2.0,2,2020,12,1
2194,140268,"Dalføret5,1.tv,2300KøbenhavnS",960000.0,104900.0,2295000,61.0,37622.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,55.0,12.60243163,55.65477401,"Dalføret5,1tv,2300KøbenhavnS",Dalføret,5,2.0,2,2020,12,1
2195,103278,"Weidekampsgade63,1.1,2300KøbenhavnS",2800000.0,513300.0,4650000,102.0,45588.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,90.0,12.58141497,55.66749099,"Weidekampsgade63,1,-1,2300KøbenhavnS",Weidekampsgade,63,2.0,3,2020,12,1
2196,101842,"Bergthorasgade17,st.3,2300KøbenhavnS",280000.0,106900.0,1720000,43.0,40000.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1970.0,38.0,12.57897898,55.66474903,"IslandsBrygge62,3th,2300KøbenhavnS",Bergthorasgade,17,1.0,1,2020,12,1
2197,132345,"Grækenlandsvej63,1.1,2300KøbenhavnS",660000.0,63400.0,1375000,37.0,37162.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1933.0,35.0,12.61776786,55.64981626,"Topasgangen26,2300KøbenhavnS",Grækenlandsvej,63,2.0,1,2020,12,1
2198,143874,"Birketinget2B,st.202,2300KøbenhavnS",1000000.0,214900.0,2150000,73.0,29452.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1970.0,68.0,12.60022743,55.6561354,"Birketinget2B,st,-202,2300KøbenhavnS",Birketinget,2,1.0,2,2020,12,1
2199,134552,"Øresundsvej60,st.tv,2300KøbenhavnS",1000000.0,103400.0,2295000,63.0,36428.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,56.0,12.61511055,55.66062514,"Øresundsvej60,sttv,2300KøbenhavnS",Øresundsvej,60,1.0,2,2020,12,1
2200,132116,"AmagerStrandvej122A,3.tv,2300KøbenhavnS",2050000.0,391400.0,6525000,123.0,53048.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1962.0,116.0,12.63328279,55.65969771,"AmagerStrandvej122A,3tv,2300KøbenhavnS",AmagerStrandvej,122,4.0,3,2020,12,1
2201,126431,"Lyneborggade4,st.th,2300KøbenhavnS",1100000.0,60800.0,2950000,60.0,49166.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1902.0,53.0,12.60925395,55.66533288,"Birkevænget5,3050Humlebæk",Lyneborggade,4,1.0,3,2020,12,1
2202,126041,"Kastrupvej69,4.tv,2300KøbenhavnS",950000.0,56200.0,1925000,50.0,38500.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1900.0,42.0,12.61928688,55.65392526,"Kastrupvej69,4tv,2300KøbenhavnS",Kastrupvej,69,5.0,2,2020,12,1
2203,103329,"Klaksvigsgade5,4.th,2300KøbenhavnS",2950000.0,536200.0,4830000,106.0,45566.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,94.0,12.58094434,55.66720351,"Klaksvigsgade5,4th,2300KøbenhavnS",Klaksvigsgade,5,5.0,3,2020,12,1
2204,123395,"Kirkegårdsvej32,4.tv,2300KøbenhavnS",1600000.0,97500.0,3680000,88.0,41818.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,80.0,12.61216766,55.65703472,"Kirkegårdsvej32,4tv,2300KøbenhavnS",Kirkegårdsvej,32,5.0,3,2020,12,1
2205,132389,"Breslaugade12,3.3,2300KøbenhavnS",630000.0,107700.0,1535000,38.0,40394.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1976.0,35.0,12.61891898,55.66394428,"Breslaugade12,3,-3,2300KøbenhavnS",Breslaugade,12,4.0,1,2020,12,1
2206,140715,"Birketinget16,st.2,2300KøbenhavnS",920000.0,212100.0,1850000,65.0,28461.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1973.0,60.0,12.59702368,55.65676483,"Birketinget16,st,-2,2300KøbenhavnS",Birketinget,16,1.0,2,2020,12,1
2207,113367,"ØrestadsBoulevard59A,7.702,2300KøbenhavnS",2200000.0,459000.0,3350000,108.0,31018.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,95.0,12.58191418,55.63399005,"ØrestadsBoulevard59A,7,-702,2300KøbenhavnS",ØrestadsBoulevard,59,8.0,1,2020,12,1
2208,135893,"Øresundsvej144E,st.tv,2300KøbenhavnS",2200000.0,358500.0,4450000,110.0,40454.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,95.0,12.62844883,55.66092811,"Øresundsvej144E,sttv,2300KøbenhavnS",Øresundsvej,144,1.0,3,2020,12,1
2209,118754,"EdvardThomsensVej19,3.th,2300KøbenhavnS",1950000.0,443600.0,3650000,98.0,37244.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,92.0,12.57396417,55.6332024,"EdvardThomsensVej19,3th,2300KøbenhavnS",EdvardThomsensVej,19,4.0,3,2020,12,1
2210,127391,"Holmbladsgade94,2.25,2300KøbenhavnS",1150000.0,197100.0,2695000,73.0,36917.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1968.0,63.0,12.61482386,55.66666449,"Holmbladsgade94,2,-25,2300KøbenhavnS",Holmbladsgade,94,3.0,2,2020,12,1
2213,115194,"C.F.MøllersAllé10,4.tv,2300KøbenhavnS",1850000.0,346500.0,3700000,91.0,40659.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,76.0,12.57508953,55.63479584,"C.F.MøllersAllé10,4tv,2300KøbenhavnS",C.F.MøllersAllé,10,5.0,3,2020,12,1
2214,131992,"Østrigsgade38,3.tv,2300KøbenhavnS",1000000.0,72800.0,2567800,59.0,43522.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,52.0,12.61525599,55.66260789,"Østrigsgade38,3tv,2300KøbenhavnS",Østrigsgade,38,4.0,2,2020,12,1
2215,123876,"Højdevej7,1.tv,2300KøbenhavnS",1000000.0,129400.0,2015000,56.0,35982.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,49.0,12.61168029,55.65454977,"Højdevej7,1tv,2300KøbenhavnS",Højdevej,7,2.0,2,2020,12,1
2216,135172,"Frankrigshusene20,2.tv,2300KøbenhavnS",1000000.0,102500.0,2430000,56.0,43392.0,2020-12-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,51.0,12.60737607,55.66278265,"Reventlowsgade8,2,1651KøbenhavnV",Frankrigshusene,20,3.0,2,2020,12,1
